l_name,email,f_name,age,salary,height,interest,country,is_dirty
Gora,cas.cz,Huaiyuan,19,51352,170,Poker,Luxembourg,0
Mitsui,cornell.edu,Emanuela,29,44239,155,Tennis,Georgia,0
Haasis,ogi.edu,Matrina,40,64057,176,Swimming,Bosnia Herzegovina,0
Wilf,sds.no,Sasan,18,47161,164,Football,Costa Rica,0
Katoen,filelmaker.com,Jhyda,46,47077,156,Writing,Georgia,0
Morrey,neu.edu,Avis,24,57251,168,Poker,Saudi Arabia,0
Justo,wisc.edu,Cathryne,25,53841,179,Travelling,Haiti,0
Dosser,ucdavis.edu,Willm,46,34273,167,Football,Barbados,0
Saxton,rwth-aachen.de,Yoshide,40,63998,162,Volleyball,Congo,0
Haack,propel.com,Shimei,30,53090,155,Reading,Suriname,0
Naixiao,umd.edu,Xinyao,26,46209,174,Football,Congo,0
Linsker,ucsd.edu,Toshinori,18,47450,163,Writing,Mongolia,0
Kalkbrener,uqam.ca,Hanspeter,31,56202,166,Volleyball,Latvia,0
Matuschka,uwo.ca,Chiharu,24,50311,177,Basketball,Costa Rica,0
Ecklund,nyu.edu,Otfried,21,60510,182,Sculpting,Barbados,0
Schmitt,umkc.edu,Lan,36,45554,173,Hockey,Panama,0
Hoidn,panasonic.com,Emilian,47,61482,170,Poker,Bahrain,0
Brodley,imag.fr,Sandrine,40,43669,165,Gaming,China,0
Hooley,verity.com,Lein,38,42214,166,Photography,Mauritania,0
Calingaert,unical.it,Linqi,24,32801,168,Photography,Ethiopia,0
Migliorati,auth.gr,Raffi,41,48640,178,Drums,Lebanon,0
Beeferman,duke.edu,Ganrav,18,43159,159,Soccer,Czech Republic,0
Hambrick,panasonic.com,Jianan,23,51377,164,Reading,Austria,0
Plutat,uwindsor.ca,Sanya,31,66366,155,Running,Guyana,0
Pontow,versata.com,Glauco,46,44292,183,Guitar,Sao Tome and Principe,0
Hemerly,auth.gr,Zhaokeng,27,45909,161,Swimming,Paraguay,0
McElwain,rwth-aachen.de,Torulf,35,36770,165,Poker,Seychelles,0
Sandkuhl,uwo.ca,Satyamurthy,25,36383,155,Sculpting,Equatorial Guinea,0
Taki,llnl.gov,Ejan,26,39100,155,Travelling,Tajikistan,0
Din,dec.com,Wally,49,65656,188,Blogging,Vanuatu,0
Strausfeld,rutgers.edu,Lode,29,49956,155,Cinema,Bhutan,0
Mihail,pitt.edu,Xiohui,44,42261,197,Sculpting,Mexico,0
Bahcekapili,cnr.it,Shuigeng,37,35113,158,Drawing,Lesotho,0
Colotti,wpi.edu,Haldon,67,44882,170,Tennis,Nigeria,0
Romein,ncr.com,Kanae,18,69956,167,Writing,Saudi Arabia,0
Ruttan,solidtech.com,Hayato,28,32951,166,Photography,Benin,0
Bassolet,rpi.edu,Iveta,24,40754,155,Tennis,Italy,0
Duran,crossgain.com,Gustave,36,40150,170,Programming,Guatemala,0
Loborg,forwiss.de,Sudha,18,52935,165,Drawing,Togo,0
Tabah,fernuni-hagen.de,Guna,28,59321,179,Piano,Comoros,0
Verspoor,umd.edu,Jungyun,18,42293,171,Drawing,Armenia,0
Kubela,sybase.com,Masat,43,66248,162,Volleyball,Mauritius,0
Camarinopoulos,nyu.edu,Ambros,48,57173,171,Poker,Libya,0
Falck,uni-mb.si,Tadakazu,29,44110,155,Drawing,Japan,0
Jumpertz,co.jp,Amokrane,30,47497,155,Travelling,Philippines,0
Truffet,uwindsor.ca,Mirco,28,56978,167,Basketball,New Zealand,0
Glymidakis,ac.be,Surajit,45,44660,176,Hockey,China,0
Hamburger,usa.net,Neven,18,53775,161,Football,Panama,0
Caudill,ac.be,Analia,18,39257,173,Drums,Congo,0
Ries,brandeis.edu,Chuck,50,38621,176,Reading,Ecuador,0
Lenowitz,ucsb.edu,Juliano,34,50394,175,Blogging,East Timor,0
Radzik,stanford.edu,Sverker,37,37319,166,Soccer,Sweden,0
Noble,cas.cz,Kyungsook,47,37031,168,Sculpting,Suriname,0
Drake,tue.nl,Enshao,26,61715,167,Drawing,Ukraine,0
Bocca,umd.edu,Abdulla,30,55894,172,Gaming,Netherlands,0
Kabuo,oracle.com,Helga,50,42767,176,Singing,Georgia,0
Minka,nyu.edu,Forest,22,56903,155,Sculpting,Afghanistan,0
Poigne,ac.uk,Taomas,28,39350,155,Writing,Vatican City,0
Azumi,ab.ca,Liuba,27,54975,166,Volleyball,Thailand,0
Ferragina,gatech.edu,Srecko,20,56884,164,Soccer,Pakistan,0
Ilie,msn.com,Jichiang,47,33649,167,Volleyball,Macedonia,0
Trauth,versata.com,Muthu,18,50188,175,Blogging,Saint Vincent and the Grenadines,0
Tillert,edu.cn,Samit,32,47560,182,Painting,Taiwan,0
Jarwala,pitt.edu,Kenko,31,52981,179,Tennis,Myanmar,0
Petre,uni-trier.de,Seiichiro,30,57308,171,Cinema,Ivory Coast,0
Toussaint,brandeis.edu,Fytton,64,26864,167,Swimming,Kiribati,0
Buchanan,temple.edu,Doub,18,65228,171,Writing,Kyrgyzstan,0
Wurman,uic.edu,Keikichi,32,40658,157,Painting,Liberia,0
Orgass,cornell.edu,Pushpa,56,57572,162,Singing,Mongolia,0
Sutre,bell-labs.com,Ronen,54,65047,170,Programming,Japan,0
Bashian,ab.ca,Kish,29,55103,161,Cinema,Uganda,0
Guzdial,cnr.it,Neda,45,46633,171,Football,Namibia,0
Leishman,cnr.it,Airi,21,50159,181,Painting,Ukraine,0
Lvov,cabofalso.com,Jocob,19,51173,161,Football,Liberia,0
Weiermann,arizona.edu,Gurindar,30,39764,160,Basketball,Chile,0
Keshav,ualberta.ca,Pomset,37,59230,167,Basketball,Egypt,0
Carriero,indiana.edu,Jamshed,19,44547,187,Programming,Mali,0
Devore,zambeel.com,Radomir,18,40455,172,Writing,Cameroon,0
Mandviwalla,solidtech.com,Hamid,22,62066,168,Writing,Nigeria,0
Sestoft,telcordia.com,MenChow,18,32002,177,Piano,Laos,0
Forget,mitre.org,Kaila,18,42962,164,Sculpting,Nigeria,0
Gorski,rpi.edu,Anneke,22,56771,177,Skating,Croatia,0
Sagert,uni-mb.si,Zigmantas,18,49489,164,Blogging,Jamaica,0
Benois,fernuni-hagen.de,Jega,36,61439,161,Football,Guinea-Bissau,0
Dearnley,auc.dk,Susana,18,49740,178,Cinema,Nepal,0
Schlegelmilch,temple.edu,Imanuddin,57,44570,161,Programming,Republic of Ireland,0
Allison,ufl.edu,Ghislaine,27,33799,171,Travelling,Spain,0
Perez,umkc.edu,Roderic,18,57572,155,Volleyball,Greece,0
Serconek,rice.edu,Winston,49,58546,184,Swimming,Costa Rica,0
Bisiani,uni-freiburg.de,Chrisila,33,54618,165,Sculpting,Sri Lanka,0
Bonniger,cwi.nl,Hansjorg,21,27628,166,Tennis,Ukraine,0
Alippi,unbc.ca,Demos,18,56232,161,Piano,Sierra Leone,0
Anily,gmu.edu,Dhritiman,58,44017,173,Volleyball,Gambia,0
Protzel,gatech.edu,JongMin,28,49030,155,Soccer,Azerbaijan,0
Rosencrans,auc.dk,Hirohiko,24,47241,161,Hockey,Belize,0
Beau,compaq.com,Jeong,18,50324,179,Football,Gabon,0
Winograd,uqam.ca,Hidehito,36,61907,172,Cinema,Sweden,0
Vevea,co.in,Eliot,41,51364,174,Singing,Switzerland,0
Hertzum,labs.com,Kui,34,52679,155,Singing,Tonga,0
Anson,brown.edu,Carey,48,53824,176,Guitar,Singapore,0
Leitold,ucdavis.edu,Onn,37,43904,163,Programming,Rwanda,0
Juuso,uni-trier.de,Sumanta,18,54679,181,Gaming,Thailand,0
Dietz,poznan.pl,Raghubir,21,45818,160,Skating,South Sudan,0
McCrossin,umkc.edu,Kasi,18,51771,165,Poker,Chad,0
Sigel,conclusivestrategies.com,Kuriacose,34,42874,163,Piano,Serbia,0
Mattison,umich.edu,Pawel,26,55246,157,Swimming,Burundi,0
Ege,dauphine.fr,Gurbir,31,62555,163,Blogging,Mexico,0
Matteucci,oracle.com,Swapna,24,49479,183,Gaming,Burkina,0
Backhouse,uwo.ca,Judah,18,50766,167,Basketball,Sweden,0
Mindt,auth.gr,Wonjun,55,52719,155,Football,Nicaragua,0
Kasi,verity.com,Chriss,31,37087,162,Skating,Democratic Republic of Congo,0
Mauceri,uqam.ca,Kabekode,24,44045,155,Piano,South Sudan,0
Bien,msn.com,Kenroku,18,43754,183,Soccer,Bangladesh,0
Boeri,uqam.ca,Roderic,25,49760,161,Drawing,Qatar,0
Medecke,unf.edu,Helder,37,40838,166,Reading,Iceland,0
Dye,gmu.edu,Jiaofeng,29,51610,178,Piano,Bangladesh,0
Foulk,ucsb.edu,Pietro,18,55729,163,Drawing,Haiti,0
Pradelles,cas.cz,Rpnald,37,42627,171,Hockey,Marshall Islands,0
Cronan,itc.it,Rattikorn,31,35897,169,Soccer,Albania,0
Herlihy,uga.edu,Xiaocheng,43,54625,155,Tennis,Hungary,0
Pinckney,acm.org,Marti,32,72026,168,Drums,Chad,0
Giggi,airmail.net,Louis,25,39607,157,Painting,Malaysia,0
Goering,savera.com,Angus,21,63693,170,Sculpting,Cuba,0
Magenheimer,uni-freiburg.de,Kaizheng,36,48976,156,Skating,India,0
Winstone,lehner.net,Surath,18,41546,160,Cinema,Angola,0
Ratan,uni-mannheim.de,Jeretta,47,53758,163,Running,Peru,0
Torquati,ac.uk,Pietro,41,51372,155,Singing,China,0
Bignone,twsu.edu,Banu,28,61314,171,Singing,Sweden,0
Kleiter,unizh.ch,Renuka,37,45328,161,Poker,Moldova,0
Haddley,crossgain.com,Gun,47,46817,157,Basketball,Belize,0
Iisaka,ucd.ie,Richa,41,38801,173,Programming,South Sudan,0
Whitcomb,tue.nl,Brad,18,54130,179,Drums,Guinea-Bissau,0
Kadoda,oracle.com,Hyoseob,33,63666,172,Hockey,Slovakia,0
Collberg,earthlink.net,Luerbio,39,58975,179,Blogging,Maldives,0
Dalamages,sdsc.edu,Jeong,44,49631,172,Singing,Estonia,0
Yuval,unizh.ch,Suchitra,36,57246,171,Blogging,Palau,0
Przybylski,uni-muenchen.de,Laila,33,32190,174,Basketball,Dominican Republic,0
Agi,acm.org,Renuka,25,32694,162,Poker,Slovakia,0
Flann,fsu.edu,Merlin,32,38282,161,Football,Turkey,0
Qutaishat,umkc.edu,Reagan,18,32132,162,Football,Tanzania,0
Basaran,berkeley.edu,Pangfeng,33,47667,175,Photography,Guinea,0
Kruck,sds.no,Sette,20,58477,166,Poker,Brazil,0
Roytenberg,uni-marburg.de,Naofumi,18,40499,156,Skating,Azerbaijan,0
Bregler,washington.edu,Onur,30,45610,179,Painting,Somalia,0
Dileva,emc.com,Zhenzhou,47,52075,173,Poker,Tuvalu,0
Borning,ncr.com,Monish,47,50283,172,Basketball,Serbia,0
Biryukov,uregina.ca,Saniya,32,66630,169,Poker,New Zealand,0
Skogmar,concordia.ca,Jayaramaiah,58,66716,177,Programming,Korea South,0
Puustjarvi,unical.it,Penelope,18,61885,172,Basketball,Cambodia,0
Styblinski,lehner.net,Hirotoshi,40,62519,168,Running,Marshall Islands,0
Nuth,uni-sb.de,Kihong,18,39264,162,Gaming,Seychelles,0
Stockus,microsoft.com,Jieh,37,59714,160,Writing,Taiwan,0
Mizunuma,lri.fr,Pierre,29,39808,161,Gaming,Ivory Coast,0
Merani,brandeis.edu,Chenye,37,56558,171,Volleyball,Rwanda,0
Walicki,dec.com,Mads,18,61004,170,Soccer,Ethiopia,0
Moshkov,uni-mb.si,Jiyuan,27,49648,176,Programming,Gambia,0
Villarrubia,panasonic.com,Sofya,48,38974,155,Tennis,Ghana,0
Grivas,indiana.edu,Xiaofei,22,45429,167,Soccer,Ethiopia,0
Merges,concentric.net,Panayiotis,18,30027,162,Painting,Nauru,0
Broome,gmu.edu,Maylis,21,41945,172,Gaming,Myanmar,0
Dunzinger,sbphrd.com,Naftali,31,50754,180,Piano,Turkmenistan,0
Allison,edu.hk,Arvin,41,52764,176,Gaming,Tunisia,0
Leivent,zambeel.com,Carsten,31,53023,165,Basketball,Azerbaijan,0
Srihari,rice.edu,Ryouichi,48,36262,175,Singing,Marshall Islands,0
Lovelady,fsu.edu,Yuewei,29,53340,173,Poker,Afghanistan,0
Juste,concentric.net,Keikichi,18,66381,171,Drawing,Guinea,0
Gruninger,pi.it,Guillem,26,61872,180,Guitar,Fiji,0
Salice,newpaltz.edu,Chern,39,54543,158,Painting,Tuvalu,0
Mahalingam,sbphrd.com,Seungjong,33,54525,184,Sculpting,Serbia,0
Prieditis,filelmaker.com,Cinzia,61,56927,168,Tennis,Tuvalu,0
Bakhtiari,ucsb.edu,Sanko,32,48202,159,Swimming,Cambodia,0
Urbani,hp.com,Bangqing,18,48520,155,Volleyball,Mozambique,0
Pfalzgraf,ogi.edu,Gigliola,31,62722,174,Writing,Palau,0
Bocchetti,memphis.edu,Yeheskel,20,45608,156,Reading,Lithuania,0
Broll,computer.org,Tatsuya,27,47128,169,Piano,Sweden,0
Take,microsoft.com,Kimio,39,47623,173,Poker,Dominica,0
Sittig,acm.org,Rabi,21,45612,178,Blogging,Mozambique,0
Mitrou,panasonic.com,Jim,36,45246,179,Drawing,Solomon Islands,0
Schnoebelen,poly.edu,Fredj,51,48175,155,Volleyball,Belarus,0
Gist,edu.au,Chaosheng,46,51503,179,Hockey,Monaco,0
Karatsu,forwiss.de,Filomena,23,36952,159,Painting,Democratic Republic of Congo,0
Rasanen,uqam.ca,Alistair,65,64930,160,Piano,Burundi,0
Kunkdelmann,cornell.edu,Zheru,38,39736,159,Swimming,Solomon Islands,0
Veldwijk,arizona.edu,Yoelle,40,53150,175,Drums,Syria,0
Grabow,rutgers.edu,Ajei,51,60616,175,Tennis,Guyana,0
Classe,sun.com,Tatung,44,42356,174,Travelling,Djibouti,0
McKinney,washington.edu,Oris,32,57360,167,Writing,Guinea-Bissau,0
Verhaegh,cti.gr,Jiaofeng,36,62442,177,Skating,Togo,0
Gugerty,auth.gr,Corine,27,48731,194,Reading,Saint Vincent and the Grenadines,0
Rieffel,okcu.edu,Eitan,27,53132,163,Piano,Tajikistan,0
Tadic,auc.dk,Taiichi,29,48664,180,Volleyball,Latvia,0
Yurek,washington.edu,Zary,35,47921,168,Soccer,Turkey,0
Strevell,gatech.edu,Gugjon,39,26723,197,Blogging,Montenegro,0
Chengzheng,wpi.edu,Irini,33,47363,171,Blogging,Kazakhstan,0
Freedom,yahoo.com,Pavlin,29,58671,155,Singing,Egypt,0
Devitt,umb.edu,Tobias,34,54348,181,Skating,Maldives,0
Grundmann,ucsb.edu,Aslam,35,56232,189,Football,New Zealand,0
Leece,poznan.pl,Jeff,26,59511,158,Piano,Marshall Islands,0
Erev,ucsb.edu,Chrisila,63,63376,168,Travelling,Belgium,0
Barjaktarovic,gte.com,Djamila,24,54128,169,Sculpting,Bhutan,0
Warnock,ucdavis.edu,Nenna,46,54649,183,Travelling,Libya,0
Schlenzig,ncr.com,Berthier,18,66527,165,Volleyball,Germany,0
Stabell,mitre.org,Rimli,47,55513,155,Skating,Vatican City,0
Calvi,bellatlantic.net,Jega,44,42889,165,Reading,Finland,0
Spong,uic.edu,Kunihito,19,56146,170,Sculpting,Liechtenstein,0
McCaskey,co.jp,Katarina,35,69765,161,Writing,Haiti,0
Fischetti,mit.edu,Diomidis,29,57721,168,Poker,Mozambique,0
Pinon,uga.edu,Shifu,39,66467,175,Photography,Samoa,0
Liptay,savera.com,Sethuraman,35,43319,179,Travelling,Cuba,0
Knottenbelt,uwaterloo.ca,Teageun,18,63866,177,Volleyball,Maldives,0
Peikert,itc.it,Khun,55,41180,179,Running,Afghanistan,0
Kinsley,njit.edu,Gezinus,18,60760,155,Hockey,Somalia,0
Karstu,versata.com,Hannes,18,40664,176,Painting,Dominica,0
Heindl,nwu.edu,Vladislav,32,53272,179,Skating,Eritrea,0
Templeman,uregina.ca,Youfeng,18,60010,155,Travelling,Italy,0
Uejio,lehner.net,Madeline,30,48078,160,Photography,Moldova,0
Schewe,unl.edu,Hollie,37,45759,176,Travelling,Uruguay,0
Suermann,rwth-aachen.de,Nosa,20,38701,178,Football,St Kitts and Nevis,0
Friedman,ul.pt,Suliman,18,38785,158,Running,Barbados,0
Eichenberger,sbphrd.com,Ammar,18,50462,163,Piano,Guinea,0
Kohen,umb.edu,Rajanarayanan,28,45347,159,Drawing,Ecuador,0
Bakhtiari,uiuc.edu,Dietmar,28,57968,181,Photography,Belarus,0
Zolda,tue.nl,Sushil,18,41979,159,Skating,Korea North,0
Maehle,arizona.edu,Mavis,18,41905,161,Painting,Paraguay,0
Muthuraj,cnr.it,Candy,34,50343,182,Swimming,Vanuatu,0
Olivier,forth.gr,Collette,18,47609,157,Skating,Sweden,0
Kuester,du.edu,Chihping,35,79433,155,Gaming,Benin,0
Hemami,neu.edu,Lichao,23,37238,182,Skating,Malawi,0
Cornard,sunysb.edu,Nik,18,52822,163,Piano,Jamaica,0
Wolff,ualberta.ca,Charly,38,55147,160,Basketball,Germany,0
Furlanello,gte.com,Glen,37,58425,160,Travelling,Zambia,0
Conia,uni-trier.de,Sette,31,39991,155,Sculpting,Somalia,0
Honiden,ucd.ie,Creve,41,44402,155,Drawing,South Sudan,0
Gimarc,gmu.edu,Alyson,59,36686,158,Sculpting,Zimbabwe,0
Fritzsche,umkc.edu,Rose,26,45741,165,Tennis,Oman,0
Tzafestas,umkc.edu,Antanas,33,47324,178,Tennis,Mexico,0
Bergler,intersys.com,Sadegh,18,56970,183,Poker,Denmark,0
Braban,umkc.edu,Tiejun,31,32851,182,Volleyball,Tajikistan,0
Beerel,cmu.edu,Joper,32,64596,155,Guitar,Luxembourg,0
Bregier,pitt.edu,Zongji,32,47293,174,Singing,Angola,0
Heggernes,lbl.gov,Tapio,18,59929,167,Hockey,Mongolia,0
Uckan,filemaker.com,Dhaval,44,49485,162,Hockey,Vatican City,0
Geske,nyu.edu,Rik,30,52150,166,Football,East Timor,0
Panyam,ucr.edu,Zeki,18,32629,181,Drums,Grenada,0
Kluthe,evergreen.edu,Kip,46,61331,168,Volleyball,Sudan,0
Rieffel,ac.be,Jesus,18,39426,177,Swimming,Peru,0
Meszyk,prc.com,Hannie,41,48526,174,Photography,Taiwan,0
Halova,clustra.com,Yarsun,29,51323,169,Swimming,Chile,0
Mandelblit,baylor.edu,Jasmina,36,45958,157,Piano,Cyprus,0
Smeets,ac.jp,Nakhoon,31,32439,172,Photography,Sierra Leone,0
Lebel,nwu.edu,Rosangela,54,50715,178,Poker,Nepal,0
Scutella,uu.se,Seymour,21,57330,171,Photography,Syria,0
Weatherhead,uni-marburg.de,Grady,18,57332,168,Singing,Greece,0
Salman,informix.com,Mriganka,64,38304,180,Drums,Mauritania,0
Rafter,uwindsor.ca,Kanonluk,33,44603,155,Sculpting,Nauru,0
Manber,pitt.edu,Hosam,45,68054,164,Reading,Morocco,0
Strnad,ubs.com,Inaki,18,63260,159,Travelling,Togo,0
Vrsalovic,poznan.pl,Volkert,43,38948,174,Running,Cambodia,0
Plainfosse,twsu.edu,Muhammad,47,51214,166,Swimming,Trinidad and Tobago,0
Hyvonen,monmouth.edu,Emilo,18,48892,165,Running,Oman,0
Mechling,sds.no,Luk,25,58151,180,Programming,East Timor,0
Selwood,cas.cz,Noritaka,25,57663,155,Singing,France,0
Pantano,unizh.ch,Stefaan,22,63577,155,Singing,Egypt,0
Niizuma,cwru.edu,Nicolaas,20,41161,167,Writing,Turkmenistan,0
Brattka,informix.com,Seyit,44,60821,164,Cinema,New Zealand,0
Regier,ac.at,Nabuo,18,43834,155,Guitar,Azerbaijan,0
Bodor,gatech.edu,Kiyoto,21,56757,183,Drawing,Kazakhstan,0
Priese,filemaker.com,Djelloul,44,50789,155,Basketball,Belgium,0
Accomazzi,labs.com,Uisok,26,36177,155,Basketball,Croatia,0
Jindal,baylor.edu,Xiaolang,56,42135,176,Hockey,Senegal,0
Nadon,memphis.edu,Shaodi,35,43608,159,Soccer,Egypt,0
Buttazzo,lucent.com,Takamoto,39,54006,176,Singing,Germany,0
Salowe,nodak.edu,Changsheng,47,41648,165,Singing,Armenia,0
Whittlesey,uni-sb.de,Tullio,18,33628,178,Blogging,Trinidad and Tobago,0
McCrath,ou.edu,Pushan,42,44373,166,Running,Armenia,0
Crouse,cmu.edu,Laurence,45,35095,164,Cinema,Bangladesh,0
Hudlicka,mit.edu,Chang,18,42069,157,Basketball,Republic of Ireland,0
Demiris,crossgain.com,Emanoil,36,46899,180,Soccer,Palau,0
Buchberger,compaq.com,Sakir,26,56812,155,Singing,Guyana,0
Farkh,yorku.ca,Madge,22,54039,176,Piano,Czech Republic,0
Scheen,ucsd.edu,Venu,40,43167,156,Writing,Costa Rica,0
Tschudin,sunysb.edu,Timm,18,44209,169,Running,Kiribati,0
Suhnel,ucf.edu,Duvvuru,37,45729,158,Programming,Bahamas,0
Schwarzler,uu.se,Jozo,21,41926,166,Poker,Guyana,0
Boers,informix.com,Ismailcem,30,58614,171,Painting,United States,0
Peral,ucf.edu,Novak,18,64006,155,Piano,Turkey,0
Lassagne,wpi.edu,Asao,18,41929,155,Sculpting,Namibia,0
Coggins,itc.it,Sanping,25,51555,167,Drums,Monaco,0
Belo,earthlink.net,Kendra,53,47598,163,Drawing,Malta,0
Husain,cwi.nl,Khakhanian,21,48626,172,Guitar,Micronesia,0
Albicki,itc.it,Wilfrido,23,25537,155,Cinema,Niger,0
Ozols,itc.it,Deron,40,45412,157,Reading,Vietnam,0
Jushchenko,uni-marburg.de,Taketo,46,37352,190,Volleyball,Afghanistan,0
Barriere,fernuni-hagen.de,Sanpei,26,41986,172,Drawing,Andorra,0
Inuo,uni-muenster.de,Maniel,19,44709,178,Reading,Austria,0
Amandi,ask.com,Justinian,27,55035,155,Tennis,United Kingdom,0
Ruffo,gmu.edu,Miodrag,32,47204,155,Cinema,Ethiopia,0
Galati,washington.edu,Ebrahim,33,32520,176,Skating,Liberia,0
Tuckey,uta.edu,Alassane,26,55730,174,Skating,Australia,0
Vlaxodimitropoulos,uni-freiburg.de,Randi,18,27230,162,Reading,Saint Vincent and the Grenadines,0
Cassez,ernet.in,Leysia,24,55483,181,Skating,Philippines,0
Burnell,att.com,Leora,50,42617,160,Skating,Bosnia Herzegovina,0
Bein,newpaltz.edu,Ewan,26,41898,172,Painting,Syria,0
Bruha,pi.it,Neli,38,47878,179,Guitar,Kuwait,0
Rosenbloom,uni-mb.si,Osher,46,60192,170,Guitar,Singapore,0
Vasukiammaiyar,ucf.edu,Iannis,35,55615,165,Drawing,Macedonia,0
Hiraishi,csufresno.edu,Petra,18,49529,160,Writing,Congo,0
Layne,rutgers.edu,Licia,39,54897,169,Football,Mozambique,0
Yakhnis,ul.pt,Asish,22,44787,186,Painting,Congo,0
Clonts,infomix.com,Hanmao,21,46341,172,Poker,India,0
Sundareshan,edu.hk,Vamsee,29,61661,177,Volleyball,Croatia,0
Himsholt,sbphrd.com,Sidd,43,57747,164,Travelling,Luxembourg,0
Cronau,columbia.edu,Bernad,27,49750,167,Piano,Macedonia,0
Ersan,cmu.edu,Oksana,27,47820,193,Basketball,Cameroon,0
Dani,labs.com,Alessio,28,58230,180,Drums,Romania,0
Sandhu,imag.fr,Paklin,43,60588,163,Travelling,Azerbaijan,0
Steihaug,edu.au,Wiiliam,24,48597,179,Poker,Zambia,0
Rissland,prc.com,Ennio,57,53230,176,Guitar,Jamaica,0
Stockus,msn.com,Xinan,18,44340,165,Soccer,Palau,0
Mitzlaff,itc.it,Zenon,27,62214,162,Singing,Colombia,0
Rifkin,ust.hk,Hyunok,28,50766,158,Blogging,Palau,0
Mutzel,microsoft.com,Rosalind,22,37768,167,Guitar,Zimbabwe,0
Clouse,duke.edu,Lorene,18,56323,168,Hockey,Madagascar,0
Konikowska,inria.fr,Vanu,18,57461,167,Travelling,Benin,0
Barbour,ncr.com,Morton,18,48979,161,Travelling,Angola,0
Giese,labs.com,Bani,49,57550,155,Drums,South Sudan,0
Greenwald,umass.edu,Kazumasa,38,50217,155,Hockey,Togo,0
Drobnik,umkc.edu,Gheith,18,39380,161,Football,Algeria,0
Riad,edu.cn,Jengwei,18,46219,169,Travelling,Malaysia,0
Reghabi,washington.edu,Tuija,33,56673,155,Running,Senegal,0
Kishida,monmouth.edu,Thoms,24,40966,161,Reading,East Timor,0
Reiher,earthlink.net,Zvonko,42,46800,164,Drums,Jordan,0
Reipa,labs.com,Subash,30,39700,180,Football,Armenia,0
Chubb,umd.edu,Hichul,29,54604,159,Sculpting,Bhutan,0
Miene,ac.kr,Jiandong,41,55791,168,Photography,Liberia,0
Exarkhopoulo,labs.com,Rajaraman,21,45484,169,Poker,Malaysia,0
Osberger,okcu.edu,Cornelis,18,40729,155,Football,Chile,0
Reichl,neu.edu,Mengly,41,44421,167,Hockey,Azerbaijan,0
Kelb,acm.org,Xiaoqiu,18,51127,170,Swimming,Korea South,0
Anjum,forth.gr,Naoufel,18,45339,167,Drawing,Azerbaijan,0
McCrosky,co.in,Anderson,42,58534,169,Football,Mali,0
Desai,brandeis.edu,Helder,38,38627,179,Guitar,Central African Rep,0
Darell,solidtech.com,Bodh,42,51103,173,Reading,Bolivia,0
Payton,indiana.edu,Noburu,24,58609,183,Travelling,Spain,0
Tretmans,hitachi.com,Kermit,41,53475,158,Swimming,Vatican City,0
Buskens,lucent.com,Gavin,22,43267,181,Painting,Pakistan,0
Graefe,ucr.edu,Juregn,32,40118,168,Blogging,Guinea-Bissau,0
Lovis,wisc.edu,Valdiodio,38,40822,165,Piano,Estonia,0
DeBellis,ust.hk,Kazi,18,67869,168,Football,Cyprus,0
Tabah,evergreen.edu,Youngbae,25,30219,155,Hockey,Korea South,0
Plus,microsoft.com,Daiki,42,36583,155,Volleyball,Russian Federation,0
Creemer,uni-trier.de,Wenyu,18,22838,170,Swimming,Sri Lanka,0
Araya,ualberta.ca,Ramarao,30,45446,168,Cinema,Kiribati,0
Kafeza,acm.org,Guenther,26,55099,155,Volleyball,Iceland,0
Ramras,imag.fr,Jingsen,25,42534,176,Piano,Nigeria,0
Pettersen,lbl.gov,Isil,45,45372,177,Basketball,Sao Tome and Principe,0
Bruandet,zambeel.com,Nagabhushana,43,59234,160,Piano,Vanuatu,0
MacNair,gatech.edu,Masamitsu,36,63321,155,Basketball,Cape Verde,0
Liskiewicz,memphis.edu,Aline,22,45127,155,Basketball,Syria,0
Christopher,umich.edu,Adadeji,41,52588,178,Reading,Guinea,0
Lipinski,uta.edu,Paraic,37,53440,193,Piano,Tuvalu,0
Moustafa,rwth-aachen.de,Hongji,27,59754,172,Volleyball,France,0
Weatherford,hp.com,Manavendra,40,32506,170,Football,Cape Verde,0
Agosti,fsu.edu,Michaelis,36,46496,155,Blogging,Turkmenistan,0
Schaffter,cti.gr,Teruo,52,36744,181,Hockey,Grenada,0
Dash,rpi.edu,Mangesh,18,51373,175,Writing,Sao Tome and Principe,0
Chelyah,earthlink.net,Shushma,28,44029,180,Piano,San Marino,0
Gyssens,uwindsor.ca,Lucio,22,76250,169,Travelling,Niger,0
Cooke,uiuc.edu,Jooseok,20,68896,160,Drawing,Maldives,0
Janowski,neu.edu,Sosuke,60,50898,179,Painting,Zambia,0
Asrin,bellatlantic.net,Sanket,25,62787,159,Gaming,Latvia,0
Glymour,rice.edu,Tapan,38,45079,172,Painting,Angola,0
Uppaluru,uni-sb.de,Bahaa,18,54300,162,Singing,Nigeria,0
Loewenstern,airmail.net,Goutam,48,42786,161,Reading,Philippines,0
Colorni,upenn.edu,Avraham,46,55633,189,Volleyball,Burundi,0
Murdock,uni-sb.de,Piers,36,50064,157,Guitar,Cameroon,0
Riccone,usa.net,Umest,23,52595,155,Photography,United Arab Emirates,0
Brookner,infomix.com,Kristof,36,37902,171,Travelling,Bulgaria,0
Caulk,sdsc.edu,Liz,44,44708,155,Writing,India,0
